image_path,label,confidence,source,category
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0046_line22.png,closing balanee 82,0.8526790911311942,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons7_png.rf.963105a64840e4874024ebfbf023a4d7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0029_line15.png,Total 134 Doo,0.8128059790568254,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla3_png.rf.bd03a7fb8e4918513b7cb130da770cc3.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0000_line18.png,Acoroval Cade 909771,0.7833813754812294,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\test\images\guardian10_png.rf.3ef684fec3bc3393d8a1d5c232a344e4.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0047_line01.png,watsons,0.8628784625498652,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons8_png.rf.00ef5ad450493077bdfcf2eea4c1b32c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0020_line14.png,Total 10.000,0.8025002811098437,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla11_png.rf.0283463bba6bce3e9a71e60471c6aa49.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0055_line19.png,Ocening balanee 47,0.7372744540679617,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\watsons2_png.rf.6c545d2f06befb38ac89e8a4e285584c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0033_line01.png,sociolla,0.9993315427216458,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla9_png.rf.fb09ff2ab59f5e60d2dbc063ab1defcf.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0046_line17.png,ChanGE CASH 7550,0.725984780327773,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons7_png.rf.963105a64840e4874024ebfbf023a4d7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0041_line20.png,Ocenino balance 42,0.7509941780587824,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons1_png.rf.e0d1718fb31c398907b1263db2f4e2c7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0028_line01.png,sociolla,0.9999297401811477,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla2_png.rf.981a0e250ea84ae2cd44e004c8074ad9.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0016_line12.png,"1,tal (Rp) 112 400",0.7051536414320515,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian5_png.rf.9de2a4aa07f6376df70315cabbe65de1.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0026_line06.png,GBPDEANPE caca Sts,0.84604589086593,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla1_png.rf.ab072d28f8e091b33549535e4e10eee8.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0042_line18.png,STATEHENT,0.8379976293657433,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons3_png.rf.f204639ca66c15a4bb53400f85d1b559.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0023_line23.png,sociolla,0.9997504777614399,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla16_png.rf.8c95b43fbc050497f3f4e8530da9cf2a.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0021_line23.png,sociolla,0.9996861120125544,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla13_png.rf.f178cb9fa4590b6327d5a84e51c48df6.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0025_line01.png,sociolla,0.9992562885829398,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla18_png.rf.ab28d3bf3d7caacd07ed7211225e9b0e.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0033_line08.png,Debra Destya,0.7026463230318281,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla9_png.rf.fb09ff2ab59f5e60d2dbc063ab1defcf.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0051_line22.png,sociolla,0.999569853087512,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla19_png.rf.a02b59e7a59e78bafc90df3db70c7d58.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0019_line13.png,Toral (RP) 45 360,0.7489944640411859,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian9_png.rf.31a25e08161a15476d6ed46b74e8af16.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0028_line15.png,"Total 119,0oo",0.7597261787747311,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla2_png.rf.981a0e250ea84ae2cd44e004c8074ad9.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0049_line23.png,sociolla,0.9990543766643883,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla12_png.rf.39b58f72be3283b48b0c8f936074ab2b.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0049_line14.png,"Total 135,150",0.7027160083202524,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla12_png.rf.39b58f72be3283b48b0c8f936074ab2b.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0012_line23.png,10:55 30/05/2026,0.7017889272312448,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian20_png.rf.90d35b6eea269769030d928be784d606.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0025_line21.png,Jakarta 4470,0.8769974614676224,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla18_png.rf.ab28d3bf3d7caacd07ed7211225e9b0e.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0043_line01.png,watsons,0.829535697176898,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons4_png.rf.ff22e5b2067f8a0429fd6a9325a94606.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0055_line04.png,Nex PAKUWON SURABAYA,0.7736251322047233,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\watsons2_png.rf.6c545d2f06befb38ac89e8a4e285584c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0024_line14.png,Total 101 150,0.8513435325392932,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla17_png.rf.d089362a57f6091f2870e121e5b76898.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0027_line13.png,"Total 41,650",0.7544596159505121,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla20_png.rf.83d6c0516e75a547ea52605092318bb1.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0005_line24.png,11 28 03/05/2026,0.8001639545958814,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian11_png.rf.4624dbda39eceaaa6967bc81ee627987.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0032_line08.png,Debra Destya,0.8325926330429518,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla8_png.rf.60e2d7d6a5442b2e5c9bb85efed7fbd4.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0047_line10.png,Passcode NPs,0.7768992391517762,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons8_png.rf.00ef5ad450493077bdfcf2eea4c1b32c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0026_line20.png,sociolla,0.9931439176259534,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla1_png.rf.ab072d28f8e091b33549535e4e10eee8.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0026_line00.png,sociolla,0.9818865493062878,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla1_png.rf.ab072d28f8e091b33549535e4e10eee8.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0019_line18.png,Approval Code 316505,0.7405897714867359,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian9_png.rf.31a25e08161a15476d6ed46b74e8af16.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0047_line04.png,NEW PAKUHON SURABAYA,0.7762242470208265,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons8_png.rf.00ef5ad450493077bdfcf2eea4c1b32c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0025_line23.png,sociolla,0.9982552062568676,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla18_png.rf.ab28d3bf3d7caacd07ed7211225e9b0e.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0007_line14.png,Purchasc 61 182,0.7694720609368346,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian13_png.rf.6d5722e2dd5e5c5244dbb86fe6e3b1c3.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0028_line07.png,Gbpdeanpe caca 55,0.7623007735963353,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla2_png.rf.981a0e250ea84ae2cd44e004c8074ad9.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0041_line16.png,CASH 1coc0,0.7058104870411357,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons1_png.rf.e0d1718fb31c398907b1263db2f4e2c7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0056_line01.png,watsons,0.7132425567786814,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\watsons9_png.rf.b4e344849d25a3633333eb7b15ce15dd.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0024_line01.png,sociolla,0.9997036894699552,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla17_png.rf.d089362a57f6091f2870e121e5b76898.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0020_line23.png,sociolla,0.9991025689126232,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla11_png.rf.0283463bba6bce3e9a71e60471c6aa49.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0052_line24.png,sociolla,0.9992902270145334,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla6_png.rf.3d352a266bdfa61db77c927b3fa98bd7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0050_line21.png,akarta 14470,0.9239051716004896,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla14_png.rf.dca01899f350433c181aa8a9804743f0.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0023_line01.png,sociolla,0.8634952324507732,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla16_png.rf.8c95b43fbc050497f3f4e8530da9cf2a.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0041_line05.png,Te P: (031 ) 7397186,0.8318270342781054,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons1_png.rf.e0d1718fb31c398907b1263db2f4e2c7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0030_line01.png,sociolla,0.7130735881194915,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla5_png.rf.89bc2469e2b2e9a561ac9eff31b502a7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0016_line16.png,BCa ORIS 112 400,0.7700870708837486,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian5_png.rf.9de2a4aa07f6376df70315cabbe65de1.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0022_line15.png,"ORis 96,900",0.7516390304857206,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla15_png.rf.b9eac8c28502b2cfa9b41a84b2223b93.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0003_line15.png,"Total 79,0oo",0.8584958993077701,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\test\images\sociolla4_png.rf.5bb881823b37dffcefab7770dde4533f.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0020_line01.png,sociolla,0.9998371812336373,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla11_png.rf.0283463bba6bce3e9a71e60471c6aa49.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0026_line18.png,Jakarta 4470,0.9995216100548301,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla1_png.rf.ab072d28f8e091b33549535e4e10eee8.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0008_line23.png,16:21 18/05/2026,0.917780343091676,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian16_png.rf.324a1ea5f1a7d25b57e51aca7a8c0295.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0047_line17.png,CHANGE CASH 3400,0.8281447646270067,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons8_png.rf.00ef5ad450493077bdfcf2eea4c1b32c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0006_line23.png,0s 06/05/2026,0.7400583551646084,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian12_png.rf.abf7e098a5607fb50395f24478f62cc3.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0043_line05.png,Telp:(031) 7392186,0.8734351168013494,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons4_png.rf.ff22e5b2067f8a0429fd6a9325a94606.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0051_line00.png,sociolla,0.9954141939898711,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla19_png.rf.a02b59e7a59e78bafc90df3db70c7d58.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0048_line14.png,"Total 43,0oo",0.8780069270312776,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla10_png.rf.a5d6d8fb6654874ebc2b9fc66f0e1312.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0032_line24.png,sociolla,0.9994585208539684,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla8_png.rf.60e2d7d6a5442b2e5c9bb85efed7fbd4.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0030_line24.png,sociolla,0.9968704521203946,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla5_png.rf.89bc2469e2b2e9a561ac9eff31b502a7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0044_line05.png,Te Ip (031 ) 7392186,0.8723517585265009,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons5_png.rf.5d8e12d4fadc5600f60daa9852c99d5e.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0029_line14.png,saving 25 vo0,0.7474825963850321,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla3_png.rf.bd03a7fb8e4918513b7cb130da770cc3.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0045_line01.png,watsons,0.9123130179458789,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons6_png.rf.75f894247de9028f30d7efaf727d7c8d.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0041_line01.png,watsons,0.9100361052737572,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons1_png.rf.e0d1718fb31c398907b1263db2f4e2c7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0055_line15.png,CASH 12000o,0.9080906906969761,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\watsons2_png.rf.6c545d2f06befb38ac89e8a4e285584c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0047_line22.png,Closing balance 87,0.8137847343199954,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons8_png.rf.00ef5ad450493077bdfcf2eea4c1b32c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0027_line22.png,sociolla,0.9998652949140124,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla20_png.rf.83d6c0516e75a547ea52605092318bb1.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0033_line24.png,sociolla,0.9979178482267064,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla9_png.rf.fb09ff2ab59f5e60d2dbc063ab1defcf.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0029_line24.png,sociolla,0.9200420883312325,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla3_png.rf.bd03a7fb8e4918513b7cb130da770cc3.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0055_line16.png,CHANGE CASH 5900,0.7713008013091905,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\watsons2_png.rf.6c545d2f06befb38ac89e8a4e285584c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0033_line15.png,Total 108 000,0.828760346046154,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla9_png.rf.fb09ff2ab59f5e60d2dbc063ab1defcf.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0046_line01.png,watsons,0.963166950697643,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons7_png.rf.963105a64840e4874024ebfbf023a4d7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0025_line13.png,"saving 19,950",0.7577298131904353,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla18_png.rf.ab28d3bf3d7caacd07ed7211225e9b0e.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0055_line01.png,watsons,0.9271665483373105,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\watsons2_png.rf.6c545d2f06befb38ac89e8a4e285584c.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0034_line01.png,watsons,0.7534264110432496,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons10_png.rf.4e815669898a0023387b2aa39ea2be6f.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0041_line12.png,LESS 20 17800,0.7440923887426348,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons1_png.rf.e0d1718fb31c398907b1263db2f4e2c7.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0050_line01.png,sociolla,0.9995267287916878,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla14_png.rf.dca01899f350433c181aa8a9804743f0.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0026_line07.png,Debra Destya,0.982815839573481,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla1_png.rf.ab072d28f8e091b33549535e4e10eee8.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0024_line15.png,ORis 101 150,0.7835782952996061,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla17_png.rf.d089362a57f6091f2870e121e5b76898.jpg,Beauty
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_ocr_real_crops\real_0051_line13.png,"Total 84,150",0.9544510856494732,c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla19_png.rf.a02b59e7a59e78bafc90df3db70c7d58.jpg,Beauty
