filepath,label,split,augmented
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian11_png.rf.4624dbda39eceaaa6967bc81ee627987.jpg,Beauty,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian12_png.rf.abf7e098a5607fb50395f24478f62cc3.jpg,Beauty,train,False
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0000.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0001.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0002.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0003.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0004.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0005.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0006.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0007.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0008.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0009.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0010.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0011.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0012.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0013.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0014.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0015.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0016.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0017.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0018.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0019.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0020.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0021.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0022.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0023.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0024.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0025.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0026.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0027.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0028.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0029.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0030.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0031.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0032.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0033.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0034.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0035.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0036.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0037.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0038.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0039.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0040.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0041.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0042.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0043.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0044.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0045.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0046.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0047.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0048.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0049.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0050.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0051.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0052.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0053.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0054.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0055.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0056.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0057.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0058.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0059.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0060.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0061.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0062.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0063.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0064.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0065.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0066.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0067.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0068.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0069.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0070.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0071.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0072.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0073.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0074.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0075.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0076.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0077.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0078.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0079.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0080.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0081.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0082.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0083.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0084.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0085.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0086.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0087.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0088.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0089.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0090.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0091.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0092.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0093.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0094.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0095.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0096.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0097.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0098.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0099.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0100.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0101.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0102.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0103.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0104.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0105.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0106.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0107.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0108.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0109.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0110.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0111.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0112.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0113.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0114.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0115.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0116.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0117.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0118.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0119.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0120.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0121.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0122.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0123.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0124.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0125.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0126.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0127.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0128.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0129.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0130.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0131.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0132.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0133.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0134.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0135.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0136.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0137.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0138.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0139.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0140.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0141.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0142.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0143.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0144.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0145.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0146.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0147.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0148.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0149.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0150.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0151.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0152.jpg,Beauty,train,True
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\_processed\Beauty\train\aug_Beauty_0153.jpg,Beauty,train,True
