image_path,category,extracted_text,blur_score,is_blurry,ocr_confidence,text_length
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian18_png.rf.a61b06370f344119d42c5dd2f65524a4.jpg,Beauty,08 ft 0fi nusanlara tbk inay pafk jalan jayn blck ektor cad jayo fondok fonlok kona guard park 2512268 15 cono 2005 900 (rp) 35 910 32 6a5 20 677 vat s6k 910 masukan ga f2 12 di for rcfund fchangc 52323 pos?,1785.7113345378636,False,0.6012305747858562,207
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian19_png.rf.407277e919a026c62d9ef40b9f6de664.jpg,Beauty,09 dfi rcuai rusanara tbk officc gnk dan lalad jaya jaya kcl fondok joyn kec- fonlox kona sclanan baolen fark 900 76 tolai (ro) 77 70 727 64 130 ka d required tor refund 41 53434 trss20 17 33 27 05 2026,1728.9196481696124,False,0.5732618850778614,202
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian20_png.rf.90d35b6eea269769030d928be784d606.jpg,Beauty,"10 fr nusanlara pp 1092000 indy bintaro fark gadune lont un jalon binaro jaya blok 87 1g. s klor v11 - ced jayo, oyn pondox kora sclatan proy nsi ranlen guard fark suurg 6221111 79900 facial 2503 (ro) 98 purchasc 89 81s 41 653 vat gris 93 559932 svran 40 follor kai 4i exuarda rcquircd for or exchonge 54545 fosz tr6621 10 55 30 05 2026",1728.453876437926,False,0.5549270350652512,336
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian2_png.rf.f68625ad842b7be50d132fe4db62b4b1.jpg,Beauty,02 dfi iody pafk godung 8 anra din jalan jayn blok scktor c80 ke1 pondok jaya kec- aren kora provins tne 54 1721005 u rich 32 900 tote (rp) 127 g00 115 136 104 669 031 gris 127 80o code 178392 follon kai 41 d r 50987 3815 27 04 7026,1886.3470800769564,False,0.5750179986737902,232
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian3_png.rf.4403712ceb52869722d0f40217f14887.jpg,Beauty,03 pr tbk inay officc pafk 8. lan boulevard binaro 8lok 87 a6 sckior ced kel ke pondox 1031938 52 900 31 78 (ro) 76 320 purchae 68 720 62 vat mandir 76 320 cade 910276 saran follo di dna exchane 89871,974.7881517970504,False,0.6194298334780803,200
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian4_png.rf.958b8599be940cadea71e751911c8e30.jpg,Beauty,04 pt dfi reta indy ofrce gcdunb lantai dan jalon loulevand bintaro alok b?/6 scktor vti : binlaro jaya ke pondlok jayo kec_ fondok rren koun tanborang sclatan banlen guard te houl 0 soul 27 500 su spfas 500 10 240 (rp) 56 520 purchasc 50 905 6 277 628 dca qris 56 520 approva coae 314155 saran id follox k un tor 0 55123 pos2 tr9987 10881 10303 08 24 04 2028,2034.7819138335224,False,0.5956846672273963,359
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian5_png.rf.9de2a4aa07f6376df70315cabbe65de1.jpg,Beauty,05 pt npwp indy fark dan alan boulevan jaya blok scklor vil cbd kel pondok jaya podok tankfrank frovinsl guard fark semarang 1017810 ciik fooy 22 500 2989020 (rp) 112 400 101 261 91 vet anounl 10 115 bca oris 112 400 approva code 881245 asukan sran 80 d follo kumı di s0cial aguardiun id rcquired 125 refund exchorke 58372 tr6675,1914.9236949462654,False,0.6192399502642857,329
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian7_png.rf.c30b2322563f5fde1935231cee22ab27.jpg,Beauty,07 0 tlk 09200o alan 87 46. c8d kel poodox bunlen park 79 facial fon 900 10 kro t0tal (ro) 07 211 192 t 019 qkis approval ko 54449 fos1 tr2234 10ssa2001,1051.561819036192,False,0.5255434450962961,152
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian8_png.rf.eac63968da6be2f488cbaae8a44bee45.jpg,Beauty,"08 pt 0f1 nusanlara tok npar 001 irly park, anra dan alan bintaro aya alok 8746 cad binraro jayo ke pondok jayn, kec. pondok aren korn tonecrang sclatan banlen the park semarang 386682 oral 15 29 800 108 712 pepsooent gigi 190c 15 900 103 670 total rd) 040 prchosc 865 vnd r 42 030 cod 470193 masukan c0_ id oia 4 1or 01 57781 pos? 09 82 23 04 2026",1946.8967254257202,False,0.5829666079514357,348
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\guardian9_png.rf.31a25e08161a15476d6ed46b74e8af16.jpg,Beauty,"09 pt di nusantara nay officc purk. gcdung don jalan boulcvard bintaro jaya blok b7/ 46. scktor v1i cad binlaro jaya, kel pondok jayp kec. pondok providsi guard park 5400134 antisepric 25v 44 400 2055641 plaster 16 500 103 040 toral (rp) 45 360 861 19 aont 715 bca qris 45 360 approval code 316505 folloa kanı d1 soca tor exchanke 59562 trss66",2035.1075727230073,False,0.6214113663129089,343
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla11_png.rf.0283463bba6bce3e9a71e60471c6aa49.jpg,Beauty,"01 sociolla sociolla thopark semarong gf 0210 madukoro raya blok e f kolurahan 50174 14 22 ocatya sonethinc 592 niacinanide bean sunscreen 50 512e 129 0oo disc (19 000) subtotal saving total 10 000 10 000 harga sudah tonasuk ppn con ociolla com jalan marina 0, 28, karai muara, panaringan kote adn akorta utard dki 085 7ooo sociolla",1871.404125180668,False,0.6328808253412431,332
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla13_png.rf.f178cb9fa4590b6327d5a84e51c48df6.jpg,Beauty,03 sociolla gf 0210 i madukoro avya ick kolurahan tanjunonas. sonorang utara 09 03 28 13 48 destya advanced mucin powef essence oomi 188 00o digc ((29 850) (29 850) subtotal 188 000 spvina 29 850 total 169 150 oris 169 150 ppn sociolle com pt sociollo airo inoonosio auko cordoba jalan indan 26 kanai penjaringao kota jokarta dki jakarto 4470 sociolla,1916.7048974408865,False,0.6061787890393638,351
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla15_png.rf.b9eac8c28502b2cfa9b41a84b2223b93.jpg,Beauty,"05 sociolla soclolla thepafk gf 0210 madukoro raya ef kcluranan tanjun9na senarano utar 50174 caca debra dfaya the moislurizer 5iz2 509 14 00o divc unit s) subtotal 000 17, 1c0 96 900 oris 96 900 audah ppn csozociollo com ocionla con pt sociollo aitoi indonegia ruko cordoba marina indah 26, kanai ponjarinoan kota jakana okar a si: 08s8 7doo sociolla",1807.2812988220219,False,0.5636587956180856,351
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla16_png.rf.8c95b43fbc050497f3f4e8530da9cf2a.jpg,Beauty,"06 sociolla 0210 ji e f taniunonas, semarano 50174 18 03 26 15856 caca emina stut fac2 vash omi 032 000 32 000 qisc ( 800) 800) subtotal boo 27 200 27, 200 harga 1 con ritol auko cordobd indah 26 kamal jakarta 0058 sociolla",1498.831083940291,False,0.6393500569121405,223
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla17_png.rf.d089362a57f6091f2870e121e5b76898.jpg,Beauty,"07 sociolla sociolla 650210 blok kelurahan semarane so174 21 03 26 caca somethic 01190oo 1190oo (17850) subtotal 49 00o 172850 total 101 150 oris 101 150 ppn con socioua com pr socrolo ancl jalan igan 26, kanal auara adn jakarta utara akara s 7ooo sociolla",1141.2814184286535,False,0.6153434657698222,256
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla18_png.rf.ab28d3bf3d7caacd07ed7211225e9b0e.jpg,Beauty,"08 sociolla sociola senarang gf 0210 madukoro aya alok kelurahan tanjunomas, somarang utara s0174 29 03 26 debra nacuie fresn herb orloin toner 5120 soml 1129 000 (1a 350) unn s) subtotal 129 00o saving 19 950 total 109 850 oris 109 650 081 1887881 goclolla con pt sociollo ano jalan marina indah kanal muara porladingon kota jakorta utara, oki jakarta 4470 npvvp sais 7ooo sociolla",1851.4855419147252,False,0.6625195425892452,382
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla1_png.rf.ab072d28f8e091b33549535e4e10eee8.jpg,Beauty,"sociolla sociolla thepark semarang sociolla the park semarang the park serarang gf 0210 ji madukoro raya blok e f kelurahan tanjungmas, semarang utara 50174 sriistsiclsi2026 053/ 02 05 26 18 07 gbpdeanpe caca sts debra destya breylee eyelash car8 serum size 4 5ml ( 150 0oo 150 000 disc (120 000) (120 000) unit s) subtotal 30 0o0 saving 120 000 tolel 30 00o ris 30 0oo harga sudal toriasuk ppn cs sociolle comn www sociolla comn pt soclolla ritel indonesia ruko cordoba jalan marina indah golt 26 kamal muara, paenjaringan, kota adın jakarta utara dki jakarta 4470 npwp sri: 0858 4430 7004 sociolla",4321.89034152391,False,0.7660263104901492,599
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla20_png.rf.83d6c0516e75a547ea52605092318bb1.jpg,Beauty,"sociolla sociolla thopark semarang gf0210 madukoro aaya blak -f kolurahan tanjungmas, semarang urara 50171 30 03 26 caca s 3 bioaqua rlco raw pulp cleanser size 1009 49 0oo diac 2 7 350) um s) subrotal 490o0 savina total 41 650 41 650 haaa sudah cogociolla com ocioila com pt sociolla ritcl indoncsio auko cordoba jalan marina iodop d, 26, kamal muara ponjaringan kora adn jakarta jokarta, 14470 sociolla",1537.633740267729,False,0.6390818392690163,404
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla2_png.rf.981a0e250ea84ae2cd44e004c8074ad9.jpg,Beauty,"01 sociolla sociolla thepark semarang sociolla the park senarang the park semarang gf 0210 madukoro raya blok ef kalurahan tanjungmas, semarang utara 50174 05 01 26 17 42 gbpdeanpe caca 55 dcbra dostya somethinc 88 niacinamide moislure 6el size oml 139000 disc 4 20 000) 20 doo unii s subtotal 139 doo saving total 119 0oo 119 o0o harga csusociolla com com pt sociolla ailel indonesia auko cordaba jolan marina indah golf , 26, komal adon jakara ulara dki jakanta 1a70",2240.1853002922476,False,0.6934174773669036,468
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla3_png.rf.bd03a7fb8e4918513b7cb130da770cc3.jpg,Beauty,02 sociolla sociolla thopark somarang pork somarang gf 0210 ji madukoro raya blok kelurahan tanunanas scmarang uara 50174 09 01 26 14215 gpoeanpe caca 21 debna 509 oisc subtotal 159 doo saving 25 total 134 doo oris 134 sudah pp csosocioila com sociolla com socoila anel indonesia ruko cordoba jalan marira indab golf 26 kamal ponjaringan kov adm jakarta utaras akaro 110 sociolla,2239.349296581244,False,0.7013131049331267,379
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla5_png.rf.89bc2469e2b2e9a561ac9eff31b502a7.jpg,Beauty,"04 sociolla sociolla semarang the park senaranb 0210 j madukoro aayu blok kclurahan tanjungmas. semarang tara 18 01 26 14 22 caca 5 5 destya wardah matle lio 03 5122 40 79 disc 0 8 000) (8 000) urin s) sublotai 79 000 spving total 71 oris 71 ppn can sociollacom pt auko cordoba jalan narina indah golf 0, 26 kamal ponjarironn kon adn ulra jokano 4470 sai dese 4 30 7q4 7o0o sociolla",2254.7051532774926,False,0.6122466306289073,382
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla7_png.rf.1653f2b8843e6c2b8d659b20d27969a3.jpg,Beauty,"socolla sociolla thepark semarang saciolla the park semarang gf 0210 madukoro aaya blok ef kelurahan tanjunomas, semarang ulara 50174 24 01 26 15 48 g8poeanpe caca dobra cosfx snail 96 mucin powor size 199 ooo disc 30 000) (30 000) unit s) subtotal 199 0oo saving 30 0oo total fpn com con pt soclolla riclindoncsia auko g0lf, 26, kanal kola jakarta ulara, jakan, 4470 sociolla",2225.4534053142006,False,0.6350182847856783,376
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla8_png.rf.60e2d7d6a5442b2e5c9bb85efed7fbd4.jpg,Beauty,"07 sociolla sociolla thopark somarang sociolla tne park semarang the park semarang gf 0210 miudukoro raya blok kolurahan tarjungmas, semarang ulara 50174 28 01 26 17 19 caca 51 debra destya enino a32 000 32 000 subtotal 32 odo savino total 28 0do socioila 80n pt soclollo rncl indoncslo jolonmorino indon goll . 26 kamal nuara, ponjarinoan adn jakara utara, dki jakana, npwp sri 0858 7do sociolla",2087.9720066297295,False,0.6766675816193951,396
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\sociolla9_png.rf.fb09ff2ab59f5e60d2dbc063ab1defcf.jpg,Beauty,09 sociolla soclolla thepark semarang park semarang the gf0210 ji blok kolurahan 50179 10 02 26 gbpdeanpe caca s15 debra destya nacuic 128 00o (20 000) nit s) subtotal 129 000 20 000 total 108 000 haroa suaah iemaguk ppn con com pt socioll auko 5ordob? alan indab golf 26 kamal muara papjaringan kola 2an dki 4470 7ooo sociolla,2077.285937499976,False,0.614849784305184,327
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons10_png.rf.4e815669898a0023387b2aa39ea2be6f.jpg,Beauty,10 watsons 1oe idonestr pakunon 1p (031 7392186 dapatkan voucher belanja dcnoon survey passcode 19922 olay effecis less 3ox 289998 44111 shahpoo z9ohl 69900 less 139b0 subtotal (oty 2 209220 cash cash 780 loyaly opcning 02 anco 93 closina balance 102 03 08 2026 16 28 18697 02 460 408 063 pengukuhan 25 2005 te 10,1721.5870642492707,False,0.6617991137195283,313
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons12_png.rf.48bd2ff9c230672766f28ac0dee3e061.jpg,Beauty,02 watsons loo indonsia hall telo: (031) 5992888 cs: vocher narsons dengan s ey passcode 58275 39900 s05 zoooo 5000721 tp aresh hini 12500 uess 20 6s00 620123 niyea lif ce origiful 3 900 or 1520 3) chge cas4 1660 3) 8a20 debr 83420 7575 cash punber 52 earnga 03 01 2028 16 3a 18 1887 kena paja,1162.8646907711027,False,0.5664603486147933,293
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons13_png.rf.60e828c658d44419cd03ccb7fefb27a2.jpg,Beauty,03 vatsons tuju 6031) 5327765 custo vouch di 39900 less os 7980 les 620883 28200 7990 (ory 3) cash 760oo chnge 222942 10 6858 oocoino 60 1333 en atas 02 360 063 000 73 bo 2005,987.8006376708983,False,0.5028200050452074,175
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons14_png.rf.ee6222a20a1a499ba9b61a9e9342ebc1.jpg,Beauty,04 watsons 1i koald 12of (031) 5113766 co 1a 41 241 posscode kps 50oo3i oil less zas 22580 620333 24500 less 520212 apricot 2980 suatoial (ay 3) 36000 280 3) cs 1o5 2241 c454 67 eafned 8o 3 01 2026 18 28 2145 paak kasik tas 0,1324.151992112732,False,0.5437720835705282,225
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons17_png.rf.634acab8dc270a3027a4779e8d9e75c9.jpg,Beauty,07 inoonesia 80 (021 cs: a vo 600769 oor 42500 ess 203 cello tape less t fbesh 22500 less 3) 86000 cash 0 (ory 3) dedit 859 8 gs o 7810 lovany closio 10 20 01 2025 7672 45 aa 02 08 083,607.0047771238746,False,0.47873254088164174,184
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons18_png.rf.c4a6f2709f1cc5104a55c8a0cbfb8592.jpg,Beauty,vatsons 08 inoonesi (031) cs: vouchef 0 batsons denoan 612 51087? 65900 less 205 31a0 670586 tissue less 520123 lif original 3a900 less 6980 suatota 7a7so cash 250 subtotal debi 79750 k 2233449 705 7250 change 0o2nino balanae earnca 2 closino balanee 42 215 funri kenu,1262.5294768561364,False,0.5060164906852084,268
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons19_png.rf.6c491205f3d52d741dae8d2653e14e57.jpg,Beauty,vjatsons 09 cs: 80 vouch 0 5000311 81042 o11 12800 less 72580 68900 201 520215 stuff 45500 9180 3) chuce 00 26080 260 29 09 45 02 089 25 nov paice,1062.3998597289083,False,0.5215446482288687,146
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons1_png.rf.e0d1718fb31c398907b1263db2f4e2c7.jpg,Beauty,01 watsons lal watsons ndonesta nex pakuwon te (031 ) 7397186 cs : cusrorerserviccekatsons ia dadaikar voucher belanja 41 dengan hena sufvey y surveywatsons passcode nps 30292 mivea booy lotion 89000 less 20 17800 13567 hicellar wtr 48900 less 30x 14970 subtotal ( oty 2) 06130 cash 1coc0 change 3870 nurnber ocenino balance 42 earned closing balance 97 12 01 2026 12 34 18 001 oa pajak pp rasih pi 02 460 408 063 0o0 perou han 25 novenbe zoo5 price unluk p:,2001.440494807905,False,0.662066273737444,458
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons3_png.rf.f204639ca66c15a4bb53400f85d1b559.jpg,Beauty,watsons ndonesia nek pakuhon telp: (031) 7392186 cs: daoatkan vcucher belarja matsoas dengan hergisi survey passcode 10101 fit fdt 99500 less 29850 55012 vaseline jelly 42900 less 202 8580 subiotal 2) 12970 cash 2000o 7a30 statehent loralty doening balange 53 earnea ciosing 58 24 01 2026 1897 pajak duia,1340.1566835359988,False,0.6582093745654134,304
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons4_png.rf.ff22e5b2067f8a0429fd6a9325a94606.jpg,Beauty,04 watsons lee pakuhon surabaya telp:(031) 7392186 cs : dadatkar voucher bolanja 41 derban hengisn survey bit passcode 88001 revlon super 29888 less 22134 oreal elseve 78900 less 20x 15750 subtotal (oty 2) 18320 cash 120000 change cash 1680 statehent loyaly nuoer doenina anc2 58 earned closing balanec 6 31 01 2026 1007 ppn ierika pt outa 02 460 208 063 0oo pengunuhan 25 2005 03,1735.0515332830196,False,0.6790607993177852,380
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons5_png.rf.5d8e12d4fadc5600f60daa9852c99d5e.jpg,Beauty,05 watsons watsons new pakuwon surabaya ip (031 ) 7392186 voucher dengan heng 51 survey bir 1y passeode 40123 cosrx aha bha toner 139000 less 30x 41700 33144 gentle skin less 20x 721800 subtotal 2) 184500 cash zoooo cash 15500 statekent loya ty nuoer 22 ba ance 84 earncd uc 73 03 02 2026 20 16 1897 okta kena teriha es anda duta 02 460 408 083 000 tangga pengukuhan 25 2005 price untuk te,2501.2055577476262,False,0.6580751091302662,389
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons6_png.rf.75f894247de9028f30d7efaf727d7c8d.jpg,Beauty,06 watsons indones a pakuwon surabaya telp (031 7392186 cs : cusrorrsery ga daatkan vouche belanja watscns keng 51 passcod nps 22345 kao biore facial foaa less 33121 on dry 29900 less 203 2) 43140 1560 statekent acc onenino lance t3 earncd closino dalance 07 02 2026 10 05 4 001 okta tefuasu pon kasih is an0a pt duta 02 460 063 tarooa peroukuhan 25 novenber 2005 super pfoduk lanya d,2287.313740049744,False,0.6404603795468864,384
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons7_png.rf.963105a64840e4874024ebfbf023a4d7.jpg,Beauty,07 watsons occa indonesia nen pakuwon ip : (031 7392186 cs : ia dapatkan bclanja denoan suryey bit nps 18077 purbasari lipstick 65900 less 30x 19770 77002 safe karu 20 5580 (oty 2) 52450 cash 600co change cash 7550 statekent opening ba ance earnoa closing balanee 82 12 02 2026 1001 banc tersu anoa pt duta nphp 02 460 063 000 tanoaal 25 novonber 2005 te,1307.8146370980683,False,0.6648565601823981,354
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\train\images\watsons8_png.rf.00ef5ad450493077bdfcf2eea4c1b32c.jpg,Beauty,08 watsons watsons indonesia new pakuhon surabaya telp: (031) 7392186 cs custonerserviceewatsons dapatkan vcucher belanja watsons dengan survey passcode nps 30555 colgate tp hax fresh 23500 less 20 4700 11223 garnier serux sakura 134000 less ao200 subtotal (oty 2 1 0660o 1oooo change cash 3400 loya ace nube ocening danec 82 eafned closing balance 87 18 02 2026 09 7233 1897 brng paak hrga ppn teriha kasih arda pt 02 460 406 063 000 penguhhan 25 z005 1y,2309.361422954649,False,0.6605464074016953,455
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla10_png.rf.a5d6d8fb6654874ebc2b9fc66f0e1312.jpg,Beauty,"sociolla thepark semarang socioila the gf 0210 modukoro ruya blok ef kolurahan tanjunomas semarang utara 50174 15 02 26 18 30 cac debra dcsty? bioaqua aice ray pulo cleanser 1009 (49 o0o 49 0oo subtotal 49 ooo saving 6 0oo total 43 0oo qais 43 0oo haiga sudan ennasuk ppn comn ptsociollaici fuko cordoba jalan manna 26, kamal muara, ponjaringan kona adn_ jakara utara, dki jakan, 14470 sociolla",2110.38441289804,False,0.6732865636009322,394
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla12_png.rf.39b58f72be3283b48b0c8f936074ab2b.jpg,Beauty,"02 sociolla sociolla thepark semaran 0210 madukoro raya blok 50 74 00o? 02 03 0221ya skintific 5122 500 000 158 000 0 23 850 (23 850) unit s) subtotal 188 000 29 850 total 135 150 35 150 08 198788 n indonesia auko condoba jalan marina indah gol kanal muara, panjaringan kol adm jakano utara, jakarto 4470 0858 sociolla",1839.9894572180744,False,0.652413847195341,318
c:\file akmal\Capstone - Ai Eng - Spendly_ Workspace\data\Beauty\valid\images\sociolla14_png.rf.dca01899f350433c181aa8a9804743f0.jpg,Beauty,"04 sociolla soclonla thcpark somarang gf 0210 madukoro raya blok 50174 0ooa 12 03 7 03 debra destya smoonh serun 50 4oml 72 00o 0 10 800) (10 800) unit s) subtotal 72 000 saving 10 800 61 200 oais 61 200 comn 8ocioila con socfolla aitolindooogia ruko cordoba jalan marlna indah goll 28 kamal muara, ponjorngan, kota adm, jokarta utord, akarta 14470 sociolla har9u",1881.343916458839,False,0.6402477535329445,363
